elexonBmUnit,nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
V__AFLEX001,AG-FLX04A,V__AFLEX001,,,Flexitricity Limited,V,TRUE,V__AFLEX001,FLEXTRCY,0,0,C,0.0049362,0,0,0,0,FALSE,FALSE,_A,Eastern GSP Group,
V__EFLEX001,AG-FLX04E,V__EFLEX001,,,Flexitricity Limited,V,TRUE,V__EFLEX001,FLEXTRCY,0,0,P,0.0150195,0,0,0,0,TRUE,FALSE,_E,Midlands,
V__MFLEX001,AG-FLX06M,V__MFLEX001,,,Flexitricity Limited,V,TRUE,V__MFLEX001,FLEXTRCY,0,0,C,-0.0041544,0,0,0,0,FALSE,FALSE,_M,Yorkshire,
V__NFLEX002,AG-FLX07N,V__NFLEX002,,,Flexitricity Limited,V,TRUE,V__NFLEX002,FLEXTRCY,0,0,C,-0.0122086,0,0,0,0,FALSE,FALSE,_N,SOUTH of SCOTLAND GSP,
V__AFLEX002,AG-FLX09A,V__AFLEX002,,,Flexitricity Limited,V,TRUE,V__AFLEX002,FLEXTRCY,0,0,C,0.0027037,0,0,0,0,FALSE,FALSE,_A,Eastern,
V__AFLEX003,AG-FLX0AA,V__AFLEX003,,,Flexitricity Limited,V,TRUE,V__AFLEX003,FLEXTRCY,0,0,C,0.0027037,0,0,0,0,FALSE,FALSE,_A,Eastern,
V__HFLEX002,AG-FLX0BH,V__HFLEX002,,,Flexitricity Limited,V,TRUE,V__HFLEX002,FLEXTRCY,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
V__NFLEX003,AG-FLX0CN,V__NFLEX003,,,Flexitricity Limited,V,TRUE,V__NFLEX003,FLEXTRCY,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
2__FMRCY001,AG-FOCT01,2__FMRCY001,48W000AG-FOCT010,,Octopus Energy Limited,S,TRUE,AG-FOCT01,MERCURY,-5,0,C,-0.005034,-2.199,-1.893,0,0,FALSE,FALSE,_F,Northern,
V__GFORS001,AG-FOR01G,V__GFORS001,48W000AG-FOR01G8,,Forsa Trading Limited,V,TRUE,V__GFORS001,FORSA,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
V__NFORS001,AG-FOR01N,V__NFORS001,,,Forsa Trading Limited,V,TRUE,V__NFORS001,FORSA,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__NFORS003,AG-FOR02N,V__NFORS003,48W000AG-FOR02NS,,Forsa Trading Limited,V,TRUE,V__NFORS003,FORSA,0,20,P,-0.0075273,0,0,4.6,4.6,TRUE,FALSE,_N,South Scotland,
2__FSTAT001,AG-FSTK01,2__FSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_F2,STATKRA1,-2,50,C,-0.0072556,-0.217,-0.212,5.435,5.31,FALSE,FALSE,_F,Northern,
2__FSTAT002,AG-FSTK02,2__FSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_F3,STATKRA1,-2,56.139,C,-0.005034,-0.262,-0.006,7.36,0.163,FALSE,FALSE,_F,Northern,
2__FSTAT003,AG-FSTK03,2__FSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_F4,STATKRA1,-2,50,C,-0.005034,-0.268,-0.003,6.69,0.07,FALSE,FALSE,_F,Northern,
2__FSTAT099,AG-FSTK99,2__FSTAT099,,,Statkraft Markets Gmbh,S,TRUE,STAT_F99,STATKRA1,-2,2,C,-0.005034,-0.88,-0.757,0.88,0.757,FALSE,FALSE,_F,Northern,
V__BGBLO001,AG-GBL01B,V__BGBLO001,,,GridBeyond Limited,V,TRUE,V__BGBLO001,ENDECO,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
V__EGBLO001,AG-GBL02E,V__EGBLO001,,,GridBeyond Limited,V,TRUE,V__EGBLO001,ENDECO,0,0,C,0.0178442,0,0,0,0,FALSE,FALSE,_E,Midlands,
V__FGBLO001,AG-GBL03F,V__FGBLO001,,,GridBeyond Limited,V,FALSE,V__FGBLO001,ENDECO,0,0,C,-0.005034,0,0,0,0,FALSE,FALSE,_F,Northern,
V__MGBLO001,AG-GBL04M,V__MGBLO001,,,GridBeyond Limited,V,FALSE,V__MGBLO001,ENDECO,0,0,C,-0.0041544,0,0,0,0,FALSE,FALSE,_M,Yorkshire,
V__DGBLO001,AG-GBL05D,V__DGBLO001,,,GridBeyond Limited,V,TRUE,V__DGBLO001,ENDECO,0,0,C,0.0016804,0,0,0,0,FALSE,FALSE,_D,Merseyside North Wales,
V__GGBLO001,AG-GBL06G,V__GGBLO001,,,GridBeyond Limited,V,TRUE,V__GGBLO001,ENDECO,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
V__NGBLO001,AG-GBL07N,V__NGBLO001,,,GridBeyond Limited,V,TRUE,V__NGBLO001,ENDECO,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__HGBLO001,AG-GBL08H,V__HGBLO001,,,GridBeyond Limited,V,TRUE,V__HGBLO001,ENDECO,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
V__NGBLO002,AG-GBL08N,V__NGBLO002,48W000AG-GBL08N0,,GridBeyond Limited,V,TRUE,V__NGBLO002,ENDECO,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__BGBLO009,AG-GBL09B,V__BGBLO009,,,GridBeyond Limited,V,TRUE,V__BGBLO009,ENDECO,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
V__EGBLO010,AG-GBL0AE,V__EGBLO010,,,GridBeyond Limited,V,TRUE,V__EGBLO010,ENDECO,0,0,C,0.0178442,0,0,0,0,FALSE,FALSE,_E,Midlands,
V__EGBLO011,AG-GBL0BE,V__EGBLO011,,,GridBeyond Limited,V,TRUE,V__EGBLO011,ENDECO,0,0,C,0.0178442,0,0,0,0,FALSE,FALSE,_E,Midlands,
V__EGBLO012,AG-GBL0CE,V__EGBLO012,,,GridBeyond Limited,V,TRUE,V__EGBLO012,ENDECO,0,0,C,0.0178442,0,0,0,0,FALSE,FALSE,_E,Midlands,
V__NGBLO013,AG-GBL0DN,V__NGBLO013,,,GridBeyond Limited,V,TRUE,V__NGBLO013,ENDECO,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__NGBLO014,AG-GBL0EN,V__NGBLO014,,,GridBeyond Limited,V,TRUE,V__NGBLO014,ENDECO,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__MGBLO015,AG-GBL0FM,V__MGBLO015,,,GridBeyond Limited,V,TRUE,V__MGBLO015,ENDECO,0,0,C,-0.0041544,0,0,0,0,FALSE,FALSE,_M,Yorkshire,
V__MGBLO016,AG-GBL0GM,V__MGBLO016,,,GridBeyond Limited,V,TRUE,V__MGBLO016,ENDECO,0,0,C,-0.0041544,0,0,0,0,FALSE,FALSE,_M,Yorkshire,
V__MGBLO017,AG-GBL0HM,V__MGBLO017,,,GridBeyond Limited,V,TRUE,V__MGBLO017,ENDECO,0,0,C,-0.0041544,0,0,0,0,FALSE,FALSE,_M,Yorkshire,
V__AGBLO018,AG-GBL0IA,V__AGBLO018,,,GridBeyond Limited,V,TRUE,V__AGBLO018,ENDECO,0,0,C,0.0027037,0,0,0,0,FALSE,FALSE,_A,Eastern,
V__PGBLO019,AG-GBL0JP,V__PGBLO019,,,GridBeyond Limited,V,TRUE,V__PGBLO019,ENDECO,0,0,C,-0.0347282,0,0,0,0,FALSE,FALSE,_P,North Scotland,
V__BGBLO020,AG-GBL0KB,V__BGBLO020,,,GridBeyond Limited,V,TRUE,V__BGBLO020,ENDECO,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
V__BGBLO021,AG-GBL0LB,V__BGBLO021,,,GridBeyond Limited,V,TRUE,V__BGBLO021,ENDECO,0,0,C,0.0088925,0,0,0,0,FALSE,FALSE,_B,East Midlands,
V__MGBLO022,AG-GBL0MM,V__MGBLO022,,,GridBeyond Limited,V,TRUE,V__MGBLO022,ENDECO,0,0,C,-0.0041544,0,0,0,0,FALSE,FALSE,_M,Yorkshire,
V__NGBLO023,AG-GBL0NN,V__NGBLO023,,,GridBeyond Limited,V,TRUE,V__NGBLO023,ENDECO,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__HGBLO024,AG-GBL0OH,V__HGBLO024,,,GridBeyond Limited,V,TRUE,V__HGBLO024,ENDECO,0,0,C,0.0239908,0,0,0,0,FALSE,FALSE,_H,Southern,
V__EGBLO025,AG-GBL0PE,V__EGBLO025,,,GridBeyond Limited,V,TRUE,V__EGBLO025,ENDECO,0,0,C,0.0178442,0,0,0,0,FALSE,FALSE,_E,Midlands,
2__GLOND001,AG-GEDF01,2__GLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate N West 01,LENCO,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
2__GLOND002,AG-GEDF02,2__GLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Agg NW Eng 02,LENCO,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
2__GLOND003,AG-GEDF03,2__GLOND003,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate NW Eng 3,LENCO,-2,50,C,-0.0032071,-0.278,-0.135,6.945,3.365,FALSE,FALSE,_G,North Western,
2__GLOND004,AG-GEDF04,2__GLOND004,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate NW Eng 4,LENCO,-2,24,C,-0.0032071,-0.287,-0.105,3.439,1.255,FALSE,FALSE,_G,North Western,
2__GLOND005,AG-GEDF05,2__GLOND005,,,EDF Energy Customers Limited,S,TRUE,EDF Aggregate Midlands 2,LENCO,-20,20,C,-0.0032071,-7.782,-6.556,7.782,6.556,FALSE,FALSE,_G,North Western,
2__GFLEX001,AG-GFLX01,2__GFLEX001,,,Flexitricity Limited,S,TRUE,2__GFLEX001,FLEXTRCY,0,49,C,-0.0032071,0,0,6.306,6.306,FALSE,FALSE,_G,North Western,
2__GFLEX002,AG-GFLX02,2__GFLEX002,,,Flexitricity Limited,S,TRUE,2__GFLEX002,FLEXTRCY,0,49,C,-0.0032071,0,0,8.859,8.859,FALSE,FALSE,_G,North Western,
2__GFLEX003,AG-GFLX03,2__GFLEX003,,,Flexitricity Limited,S,TRUE,2__GFLEX003,FLEXTRCY,0,49,C,-0.0032071,0,0,10.315,10.315,FALSE,FALSE,_G,North Western,
2__GFLEX004,AG-GFLX04,2__GFLEX004,,,Flexitricity Limited,S,TRUE,2__GFLEX004,FLEXTRCY,0,49,C,-0.0032071,0,0,5.41,5.41,FALSE,FALSE,_G,North Western,
2__GFLEX005,AG-GFLX05,2__GFLEX005,,,Flexitricity Limited,S,TRUE,2__GFLEX005,FLEXTRCY,0,49,C,-0.0032071,0,0,10.78,10.78,FALSE,FALSE,_G,North Western,
2__GFLEX006,AG-GFLX06,2__GFLEX006,,,Flexitricity Limited,S,TRUE,2__GFLEX006,FLEXTRCY,0,49,C,-0.0032071,0,0,10.78,10.78,FALSE,FALSE,_G,North Western,
2__GFLEX007,AG-GFLX07,2__GFLEX007,,,Flexitricity Limited,S,TRUE,2__GFLEX007,FLEXTRCY,0,49,C,-0.0032071,0,0,10.78,10.78,FALSE,FALSE,_G,North Western,
2__GFLEX008,AG-GFLX08,2__GFLEX008,,,Flexitricity Limited,S,TRUE,2__GFLEX008,FLEXTRCY,-31.134,49,C,-0.0032071,-0.28,-0.199,0.441,0.314,FALSE,FALSE,_G,North Western,
2__GFLEX009,AG-GFLX09,2__GFLEX009,,,Flexitricity Limited,S,TRUE,2__GFLEX009,FLEXTRCY,-31.261,49,C,-0.0032071,-12.164,-10.247,19.066,16.062,FALSE,FALSE,_G,North Western,
2__GANGE001,AG-GLIM01,2__GANGE001,,,Limejump Energy Limited,S,TRUE,2__GANGE001,ANGEL,-44.106,50,C,-0.0032071,-17.162,-14.458,19.455,16.39,FALSE,FALSE,_G,North Western,
2__GANGE002,AG-GLIM02,2__GANGE002,,,Limejump Energy Limited,S,TRUE,2__GANGE002,ANGEL,-6.58,50,C,-0.0086334,-2.498,-2.112,18.985,16.045,FALSE,FALSE,_G,North Western,
2__GANGE003,AG-GLIM03,2__GANGE003,,,Limejump Energy Limited,S,TRUE,2__GANGE003,ANGEL,0,10.321,C,-0.0086334,0,0,2.271,2.271,FALSE,FALSE,_G,North Western,
2__GANGE004,AG-GLIM04,2__GANGE004,,,Limejump Energy Limited,S,TRUE,2__GANGE004,ANGEL,0,20.34,C,-0.0086334,0,0,4.475,4.475,FALSE,FALSE,_G,North Western,
2__GANGE005,AG-GLIM05,2__GANGE005,,,Limejump Energy Limited,S,FALSE,2__GANGE005,ANGEL,0,0,C,-0.0041054,0,0,0,0,FALSE,FALSE,_G,North Western,
2__GANGE006,AG-GLIM06,2__GANGE006,,,Limejump Energy Limited,S,FALSE,2__GANGE006,ANGEL,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
2__GMRCY001,AG-GOCT01,2__GMRCY001,48W000AG-GOCT01U,,Octopus Energy Limited,S,TRUE,AG-GOCT01,MERCURY,-5,0,C,-0.0032071,-1.946,-1.639,0,0,FALSE,FALSE,_G,North Western,
2__GSMAE001,AG-GSMA01,2__GSMAE001,,,Smartestenergy Limited,S,TRUE,2__GSMAE001,SMARTEST,0,19.402,C,-0.0032071,0,0,4.268,4.268,FALSE,FALSE,_G,North Western,
2__GSMAR002,AG-GSMA02,2__GSMAR002,,,Smartestenergy Limited,S,TRUE,2__GSMAR002,SMARTEST,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
2__GSTAT001,AG-GSTK01,2__GSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_G2,STATKRA1,-2,20,C,-0.0048159,-0.753,-0.645,7.532,6.454,FALSE,FALSE,_G,North Western,
2__GSTAT002,AG-GSTK02,2__GSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_G3,STATKRA1,-2,20,C,-0.0048159,-0.269,-0.22,2.694,2.198,FALSE,FALSE,_G,North Western,
2__GSTAT003,AG-GSTK03,2__GSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_G4,STATKRA1,-2,20,C,-0.0048159,-0.159,-0.114,1.592,1.144,FALSE,FALSE,_G,North Western,
2__GSTAT004,AG-GSTK04,2__GSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_G5,STATKRA1,-2,20.354,C,-0.0048159,-0.292,-0.267,2.97,2.715,FALSE,FALSE,_G,North Western,
2__GSTAT005,AG-GSTK05,2__GSTAT005,,,Statkraft Markets Gmbh,S,TRUE,STAT_G6,STATKRA1,-20.557,20,C,-0.0086334,-0.121,-0.148,0.118,0.144,FALSE,FALSE,_G,North Western,
2__GSTAT006,AG-GSTK06,2__GSTAT006,,,Statkraft Markets Gmbh,S,TRUE,STAT_G7,STATKRA1,0,6.302,C,-0.0032071,0,0,1.386,1.386,FALSE,FALSE,_G,North Western,
2__GSTAT007,AG-GSTK07,2__GSTAT007,,,Statkraft Markets Gmbh,S,TRUE,STAT_G8,STATKRA1,0,8,C,-0.0032071,0,0,1.206,1.206,FALSE,FALSE,_G,North Western,
2__GSTAT008,AG-GSTK08,2__GSTAT008,,,Statkraft Markets Gmbh,S,TRUE,STAT_G9,STATKRA1,-2,22,C,-0.0032071,-0.119,-0.024,1.305,0.262,FALSE,FALSE,_G,North Western,
2__GSTAT009,AG-GSTK09,2__GSTAT009,,,Statkraft Markets Gmbh,S,TRUE,STAT_G10,STATKRA1,-16,16,C,-0.0032071,-0.077,-0.094,0.077,0.094,FALSE,FALSE,_G,North Western,
2__GSTAT010,AG-GSTK10,2__GSTAT010,,,Statkraft Markets Gmbh,S,TRUE,STAT_G11,STATKRA1,0,16,C,-0.0032071,0,0,0.731,0.731,FALSE,FALSE,_G,North Western,
2__GSTAT011,AG-GSTK11,2__GSTAT011,,,Statkraft Markets Gmbh,S,TRUE,STAT_G12,STATKRA1,0,14,C,-0.0032071,0,0,3.08,3.08,FALSE,FALSE,_G,North Western,
2__GSTAT012,AG-GSTK12,2__GSTAT012,48W000AG-GSTK12Q,,Statkraft Markets Gmbh,S,TRUE,STAT_G13,STATKRA1,0,16,C,-0.0032071,0,0,0.93,0.93,FALSE,FALSE,_G,North Western,
2__GSTAT013,AG-GSTK13,2__GSTAT013,,,Statkraft Markets Gmbh,S,TRUE,STAT_G14,STATKRA1,0,14,C,-0.0032071,0,0,3.08,3.08,FALSE,FALSE,_G,North Western,
2__GSTAT014,AG-GSTK14,2__GSTAT014,,,Statkraft Markets Gmbh,S,TRUE,STAT_G15,STATKRA1,0,16,C,-0.0032071,0,0,3.52,3.52,FALSE,FALSE,_G,North Western,
2__GSTAT015,AG-GSTK15,2__GSTAT015,,,Statkraft Markets Gmbh,S,TRUE,STAT_G16,STATKRA1,0,16,C,-0.0032071,0,0,3.52,3.52,FALSE,FALSE,_G,North Western,
2__GSTAT016,AG-GSTK16,2__GSTAT016,,,Statkraft Markets Gmbh,S,TRUE,STAT_G17,STATKRA1,-8,8,C,-0.0032071,-0.11,-0.075,0.11,0.075,FALSE,FALSE,_G,North Western,
2__GSTAT017,AG-GSTK17,2__GSTAT017,,,Statkraft Markets Gmbh,S,TRUE,STAT_G18,STATKRA1,-2,28.36,C,-0.0032071,-0.778,-0.656,11.035,9.296,FALSE,FALSE,_G,North Western,
2__GSTAT099,AG-GSTK99,2__GSTAT099,,,Statkraft Markets Gmbh,S,TRUE,STAT_G99,STATKRA1,-15,15,C,-0.0032071,-5.837,-4.917,5.837,4.917,FALSE,FALSE,_G,North Western,
2__GUKPR001,AG-GUKP01,2__GUKPR001,,,UK Power Reserve Limited,S,TRUE,UKPR NW,UKPR,0,0,C,-0.0032071,0,0,0,0,FALSE,FALSE,_G,North Western,
V__KGAZP001,AG-GZP03K,V__KGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Rhymney,GAZPROM,0,0,C,0.0124353,0,0,0,0,FALSE,FALSE,_K,South Wales,
V__KGAZP002,AG-GZP04K,V__KGAZP002,,,SEFE Marketing & Trading LTD,V,TRUE,Brecon,GAZPROM,0,0,C,0.0124353,0,0,0,0,FALSE,FALSE,_K,South Wales,
V__EGAZP001,AG-GZP05E,V__EGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Hem Heath,GAZPROM,0,0,C,0.0134244,0,0,0,0,FALSE,FALSE,_E,Midlands,
V__BGAZP001,AG-GZP06B,V__BGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Staveley Energy Park,GAZPROM,0,0,C,0.0054492,0,0,0,0,FALSE,FALSE,_B,East Midlands,
V__GGAZP001,AG-GZP07G,V__GGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Haydock,GAZPROM,0,0,C,-0.0041054,0,0,0,0,FALSE,FALSE,_G,North Western,
V__MGAZP001,AG-GZP08M,V__MGAZP001,,,SEFE Marketing & Trading LTD,V,TRUE,Houghton,GAZPROM,0,0,C,-0.0072983,0,0,0,0,FALSE,FALSE,_M,Yorkshire Electricity,
V__JHABI009,AG-HAB01J,V__JHABI009,,,Habitat Energy Limited,V,TRUE,Potmans Lane,HABITAT,0,0,C,0.0113381,0,0,0,0,FALSE,FALSE,_J,South Eastern,
V__PHABI010,AG-HAB01P,V__PHABI010,48W000AG-HAB01PT,OTHER,Habitat Energy Limited,V,TRUE,Boat of Garten,HABITAT,0,0,C,-0.0347282,0,0,0,0,FALSE,FALSE,_P,North Scotland,
V__PHABI011,AG-HAB02P,V__PHABI011,,,Habitat Energy Limited,V,TRUE,Braco,HABITAT,0,0,C,-0.0347282,0,0,0,0,FALSE,FALSE,_P,North Scotland,
2__HLOND001,AG-HEDF01,2__HLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E 01,LENCO,-36.83,29.782,C,0.0173987,-16.069,-14.279,12.994,11.546,FALSE,FALSE,_H,Southern,
2__HLOND002,AG-HEDF02,2__HLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S Eng 02,LENCO,-51.98,50.251,C,0.0239908,-21.556,-19.155,20.839,18.517,FALSE,FALSE,_H,Southern,
2__HLOND003,AG-HEDF03,2__HLOND003,,,EDF Energy Customers Limited,S,TRUE,EDF Aggregate South England 3,LENCO,0,6.9,C,0.0239908,0,0,1.518,1.518,FALSE,FALSE,_H,Southern,
V__GHABI001,AG-HEL00G,V__GHABI001,,,Habitat Energy Limited,V,TRUE,Red Scar,HABITAT,0,0,C,-0.004197,0,0,0,0,FALSE,FALSE,_G,North Western,
V__HHABI001,AG-HEL01H,V__HHABI001,,,Habitat Energy Limited,V,TRUE,Roundponds,HABITAT,0,0,C,0.0208273,0,0,0,0,FALSE,FALSE,_H,Southern,
V__GHABI002,AG-HEL0AG,V__GHABI002,,,Habitat Energy Limited,V,TRUE,Gipsy Lane,HABITAT,0,0,P,-0.0021672,0,0,0,0,TRUE,FALSE,_G,North Western,
V__AHABI003,AG-HEL0BA,V__AHABI003,,,Habitat Energy Limited,V,TRUE,Wickham,HABITAT,0,0,C,0.0037777,0,0,0,0,FALSE,FALSE,_A,Eastern GSP Group,
V__PHABI004,AG-HEL0CP,V__PHABI004,,OTHER,Habitat Energy Limited,V,TRUE,Fordtown,HABITAT,0,0,C,-0.0347282,0,0,0,0,FALSE,FALSE,_P,North Scotland,
V__NHABI005,AG-HEL0DN,V__NHABI005,,OTHER,Habitat Energy Limited,V,TRUE,Camilla,HABITAT,0,0,C,-0.0075273,0,0,0,0,FALSE,FALSE,_N,South Scotland,
V__PHABI006,AG-HEL0EP,V__PHABI006,,OTHER,Habitat Energy Limited,V,TRUE,Glendevon,HABITAT,0,0,C,-0.0472754,0,0,0,0,FALSE,FALSE,_P,NORTH of SCOTLAND GSP,
2__HFLEX001,AG-HFLX01,2__HFLEX001,,,Flexitricity Limited,S,TRUE,2__HFLEX001,FLEXTRCY,0,49,C,0.0239908,0,0,3.611,3.611,FALSE,FALSE,_H,Southern,
2__HFLEX002,AG-HFLX02,2__HFLEX002,,,Flexitricity Limited,S,TRUE,2__HFLEX002,FLEXTRCY,0,49,C,0.0239908,0,0,10.78,10.78,FALSE,FALSE,_H,Southern,
2__HANGE001,AG-HLIM01,2__HANGE001,,,Limejump Energy Limited,S,TRUE,2__HANGE001,ANGEL,-20.791,50,C,0.0239908,-0.146,-0.125,0.35,0.3,FALSE,FALSE,_H,Southern,
2__HANGE002,AG-HLIM02,2__HANGE002,,,Limejump Energy Limited,S,TRUE,2__HANGE002,ANGEL,-41.187,50,C,0.0239908,-0.395,-0.478,0.48,0.58,FALSE,FALSE,_H,Southern,
2__HANGE003,AG-HLIM03,2__HANGE003,,,Limejump Energy Limited,S,TRUE,2__HANGE003,ANGEL,-52.284,49.813,C,0.0239908,-0.45,-0.659,0.428,0.628,FALSE,FALSE,_H,Southern,
2__HANGE004,AG-HLIM04,2__HANGE004,,,Limejump Energy Limited,S,TRUE,2__HANGE004,ANGEL,-51.835,49.335,C,0.0239908,-0.384,-0.301,0.365,0.286,FALSE,FALSE,_H,Southern,
2__HANGE005,AG-HLIM05,2__HANGE005,,,Limejump Energy Limited,S,TRUE,2__HANGE005,ANGEL,-106.454,101.899,C,0.0239908,-0.117,-0.021,0.112,0.02,FALSE,FALSE,_H,Southern,
2__HMRCY001,AG-HOCT01,2__HMRCY001,,,Octopus Energy Limited,S,TRUE,AG-HOCT01,MERCURY,-5,0,C,0.0239908,-2.074,-1.843,0,0,FALSE,FALSE,_H,Southern,
2__HSMAE001,AG-HSMA01,2__HSMAE001,,,Smartestenergy Limited,S,TRUE,2__HSMAE001,SMARTEST,0,15.748,C,0.0239908,0,0,3.465,3.465,FALSE,FALSE,_H,Southern,
2__HSTAT001,AG-HSTK01,2__HSTAT001,,,Statkraft Markets Gmbh,S,TRUE,STAT_H2,STATKRA1,-100,100,C,0.0239908,-0.9,-1.06,0.9,1.06,FALSE,FALSE,_H,Southern,
2__HSTAT002,AG-HSTK02,2__HSTAT002,,,Statkraft Markets Gmbh,S,TRUE,STAT_H3,STATKRA1,-50,52.237,C,0.0239908,-0.43,-0.3,0.449,0.313,FALSE,FALSE,_H,Southern,
2__HSTAT003,AG-HSTK03,2__HSTAT003,,,Statkraft Markets Gmbh,S,TRUE,STAT_H4,STATKRA1,-2,20,C,0.0239908,-0.168,-0.034,1.682,0.336,FALSE,FALSE,_H,Southern,
2__HSTAT004,AG-HSTK04,2__HSTAT004,,,Statkraft Markets Gmbh,S,TRUE,STAT_H5,STATKRA1,-20.793,20,C,0.0199799,-0.233,-0.308,0.224,0.296,FALSE,FALSE,_H,Southern,
2__HSTAT005,AG-HSTK05,2__HSTAT005,,,Statkraft Markets Gmbh,S,TRUE,STAT_H6,STATKRA1,0,16,C,0.0239908,0,0,0.61,0.61,FALSE,FALSE,_H,Southern,
2__HSTAT006,AG-HSTK06,2__HSTAT006,,,Statkraft Markets Gmbh,S,TRUE,STAT_H7,STATKRA1,0,16,C,0.0239908,0,0,0.952,0.952,FALSE,FALSE,_H,Southern,
2__HSTAT007,AG-HSTK07,2__HSTAT007,,,Statkraft Markets Gmbh,S,TRUE,STAT_H8,STATKRA1,-40,40,C,0.0239908,-16.588,-14.74,16.588,14.74,FALSE,FALSE,_H,Southern,
2__HSTAT008,AG-HSTK08,2__HSTAT008,,,Statkraft Markets Gmbh,S,TRUE,STAT_H9,STATKRA1,-20,20,C,0.0239908,-8.294,-7.37,8.294,7.37,FALSE,FALSE,_H,Southern,
2__HSTAT099,AG-HSTK99,2__HSTAT099,,,Statkraft Markets Gmbh,S,TRUE,STAT_H99,STATKRA1,-15,15,C,0.0239908,-6.221,-5.528,6.221,5.528,FALSE,FALSE,_H,Southern,
2__JLOND001,AG-JEDF01,2__JLOND001,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E Eng 01,LENCO,0,0,C,0.0084878,0,0,0,0,FALSE,FALSE,_J,South Eastern,
2__JLOND002,AG-JEDF02,2__JLOND002,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E Eng 02,LENCO,-2,16,C,0.0113381,-0.298,-0.053,2.381,0.422,FALSE,FALSE,_J,South Eastern,
2__JLOND003,AG-JEDF03,2__JLOND003,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E Eng 03,LENCO,0,12,C,0.0113381,0,0,1.73,1.73,FALSE,FALSE,_J,South Eastern,
2__JLOND004,AG-JEDF04,2__JLOND004,,,EDF Energy Customers Limited,S,TRUE,EDFE Aggregate S E 04,LENCO,0,0,C,0.0113381,0,0,0,0,FALSE,FALSE,_J,South Eastern,
2__JANGE001,AG-JLIM01,2__JANGE001,,,Limejump Energy Limited,S,FALSE,2__JANGE001,ANGEL,0,50,C,0.0113381,0,0,11,11,FALSE,FALSE,_J,South Eastern,
2__JMRCY001,AG-JOCT01,2__JMRCY001,,,Octopus Energy Limited,S,TRUE,AG-JOCT01,MERCURY,-5,0,C,0.0113381,-2.343,-2.007,0,0,FALSE,FALSE,_J,South Eastern,
